duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label,timestamp
22.430516055613747,tcp,pop3,RSTO,24028.449667080295,636.4750905878,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,4,0.03242048649368002,0.06316728419129987,0.007760568516467938,0.023147070695121546,0.9248349908668004,0.2923486043776789,0.01277157206982001,14,6,0.931323599428008,0.205505266142169,0.5078761282156511,0.10366665114257954,0.10189035126466321,0.03278442923394721,0.15082605762403875,0.10376419613095551,normal,2025-09-22 11:09:07.366144
31.498964262374788,icmp,dns,REJ,793.9581922294683,2081.8185720765446,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,8,1,0.010454120591256496,0.04127816529479922,0.01666798091803385,0.02727467200535941,0.5579334118155264,0.12127626540661021,0.23252655235840186,9,7,0.6474458393951529,0.14317731469850384,0.6808713348085907,0.331942409333135,0.03911381541342067,0.004446255264201558,0.032625050428859874,0.06440746011774214,normal,2025-09-22 11:10:07.366144
6.298193742555862,tcp,ftp,SF,1420.0344963150826,267.2863271887594,0,0,0,1,2,1,0,0,0,0,7,0,6,0,0,0,5,2,0.4109942373249678,0.6359260827565646,0.31711649534183745,0.2474369593686189,0.9377314941871969,0.10640701935939187,0.10154969664791143,4,4,0.7491047182579765,0.19967658053454038,0.6506134874559041,0.05215095575163168,0.31624796323413207,0.22943157184651344,0.402361402382152,0.2800479836672002,r2l,2025-09-22 11:11:07.366144
7.996075366348789,udp,ftp,RSTO,75061.12971645639,57846.23910255493,0,0,0,1,0,1,0,0,0,0,2,0,3,0,0,0,6,3,0.007078443383126261,0.00651279839586831,0.004753540949796671,0.013602355108916638,0.798938701748977,0.147348426410318,0.06920056800979173,11,4,0.7654687451176321,0.35956256073765425,0.8868889053192212,0.4883505146939339,0.029709946492637144,0.02410304056668548,0.33981275509301695,0.022645152409679275,normal,2025-09-22 11:12:07.366144
0.9468776074211984,tcp,smtp,REJ,3107.07281639474,0.0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,13,0.7207637917215498,0.6056378763199073,0.7261041703083774,0.6715812004622387,0.943413582969835,0.19421680500968508,0.1477167582182534,39,31,0.7154491283516689,0.5049915355042737,0.79162183210498,0.36725189119265833,0.9000803354192822,0.46667400422309807,0.5880681917363355,0.6255068280820276,probe,2025-09-22 11:13:07.366144
5.857585849895609,tcp,http,REJ,172.21220473612632,0.0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0.4201373248291556,0.42940335208874647,0.6910296019580887,0.7669785517338724,0.5434426537903808,0.33506627982003306,0.5475699897837685,44,24,0.6866372879923048,0.3268251425674427,0.5364789065132939,0.21491429186528754,0.3508641343645552,0.6690807404690591,0.648648774415678,0.8430557441867316,probe,2025-09-22 11:14:07.366144
5.709033404936297,icmp,ftp,S2,167216.2844148079,7180.204811182609,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,8,0,0.011977592631995333,0.05461877398055871,0.16482142096513866,0.05922432134354233,0.7850894768871082,0.2735763748540076,0.1054833275804195,10,4,0.8862439855401173,0.09470158534368926,0.9479112255669679,0.11328601820777885,0.21136817438138575,0.21964790040188292,0.02320268326774092,0.007759799488030418,normal,2025-09-22 11:15:07.366144
6.931567080427569,tcp,pop3,S0,7482.456723578809,212931.24162577273,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,5,2,0.040191208799254675,0.11829254489287884,0.14585925938144353,0.38377449614894593,0.5562563707043524,0.21204571069287598,0.3959245757302695,15,11,0.7106472210375447,0.06794149749743378,0.7818048150615876,0.19071181032326484,0.06216018381596931,0.15477748506788144,0.08518443413641094,0.0030006264572028482,normal,2025-09-22 11:16:07.366144
8.793396265037238,tcp,ssh,REJ,22913.026512417826,38432.181618884,0,0,0,2,0,1,0,0,0,0,3,0,2,0,0,0,6,5,0.06741937499633217,0.11313684928850154,0.21830247682890364,0.07899110085699014,0.7611427672352493,0.17877811698405133,0.1259365905030908,10,5,0.7349333930261868,0.12704656624285848,0.5745271820512902,0.32888918079393514,0.0645650444289021,0.04829712328641093,0.08228240303917025,0.0930030651277793,normal,2025-09-22 11:17:07.366144
27.71158745853697,tcp,ssh,SF,467117.8299594303,1999.343761827633,0,0,0,3,4,1,1,1,1,1,3,1,8,1,0,0,1,0,0.2821819094264386,0.20764008658008168,0.3792051692958937,0.21809146527889303,0.7730383349443455,0.45445529018173875,0.1689289477061725,1,2,0.8964243006799594,0.083266990485117,0.933037127194402,0.04008203301098206,0.34516360237943466,0.18292888293735612,0.19819213111489875,0.20868510381293853,u2r,2025-09-22 11:18:07.366144
