duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label,timestamp
5.86980081404945,tcp,ssh,REJ,3091.911350649579,12.474779450368496,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,5,0.13681546972306413,0.2230497489526789,0.10438161769437343,0.07533489813330391,0.7961952141750577,0.3103867126073288,0.1669900969583588,12,3,0.8321077295361821,0.1552307864860971,0.837192499243195,0.3197219868771732,0.07757319859015228,0.001476459085367979,0.1329902150355747,0.3694621034375499,normal,2025-09-23 01:03:07.366144
2.1893194665832585,udp,ssh,S3,1294.285669316982,1668.9274346987677,0,0,0,2,0,1,0,0,0,0,4,0,3,0,0,0,5,1,0.0027034616521299354,0.03625437679850164,0.03988843446389592,0.25071187850229054,0.9493752802475652,0.2914276243900053,0.26758197743015244,8,5,0.585923056522943,0.19979096406282484,0.8137147054296977,0.06532175375014782,0.1369078366691413,0.14623465141127429,0.09106480512918348,0.1717234442083214,normal,2025-09-23 03:42:07.366144
12.765994752986076,icmp,pop3,S2,551.3232697309815,11888.347544074164,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,4,4,0.037002163188273735,0.23633333305555404,0.24266065907429601,0.013998591500772832,0.8427045417819232,0.052509250463670394,0.13719673899478835,12,6,0.8953882154859696,0.16381233103818033,0.787806193042805,0.2912726050532672,0.11377140636785933,0.245076626543817,0.014342481886624127,0.005257062837118507,normal,2025-09-26 01:49:07.366144
3.4987716699609535,icmp,ftp,REJ,131.41751546355937,875.7127927971133,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,3,5,0.014683250783610812,0.0331227551182237,0.019128569448866282,0.12591293801931983,0.805459557177533,0.3988580501078451,0.06938993465183439,16,1,0.9749776102608777,0.30267806780766415,0.3927198603406207,0.10213820137281625,0.08118405207357192,0.1096882387912564,0.0032637275946041247,0.022864390960022685,normal,2025-09-25 03:30:07.366144
0.17315158084819976,icmp,ftp,REJ,4621.8323856974375,561.6690411963879,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,9,2,0.08121678579476968,0.15262634405214404,0.0618444925172376,0.041997860011498335,0.9626835523794348,0.1904144199589692,0.07520132158403327,11,2,0.621358280761278,0.06708527957354443,0.8095202740508302,0.1471243686442678,0.01742068820645521,0.09935815937425489,0.07125410838478316,0.10866295555996647,normal,2025-09-26 17:36:07.366144
25.643435944063988,icmp,ftp,RSTR,116.97794099034829,187.03190916160366,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,3,1,0.03916627458112251,0.1776693031196772,0.11907082912705473,0.15131034118699296,0.9143884370471405,0.17806220079180418,0.17297009362581722,6,2,0.9024913179078121,0.32114361502647304,0.7982555862652446,0.2800697997494902,0.11193667815692375,0.11915494358339034,0.1611164144975258,0.29355035930725487,normal,2025-09-25 00:03:07.366144
0.32696370454122975,udp,http,REJ,251.8005360919294,0.0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,49,29,0.6559369086584208,0.9440754111157933,0.8346693399754436,0.9248333420562611,0.9078280325889345,0.13515625995978797,0.04611931371483364,88,53,0.9862103447490026,0.1568498830934548,0.8781072312134333,0.09483833177635018,0.6962323901243563,0.8746279952618851,0.8321351515160995,0.7898657505525504,dos,2025-09-28 21:48:07.366144
0.2497045680955733,tcp,smtp,REJ,154.52956776839895,0.0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,19,15,0.8939078165149952,0.7452745749363786,0.3497208006770102,0.6959937707895302,0.7862536589489013,0.30642277121469824,0.39434834548840486,39,19,0.727497967756329,0.2648867968013669,0.6331680535210152,0.3090997938151135,0.7998062813712461,0.740708631983939,0.43027509382837287,0.6156658649131297,probe,2025-09-22 12:05:07.366144
7.313881745884574,tcp,ssh,RSTO,87379.05178001858,159929.61618518608,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,3,6,0.07722065040539021,0.07198453861657617,0.08379537888192369,0.030727993283503712,0.837612467298125,0.20911863745425616,0.04851727151818634,7,3,0.5837611658591773,0.12257211914908674,0.856888020507631,0.2566136276256075,0.0879406749428787,0.08579462269155286,0.05051494204187065,0.09349466256793303,normal,2025-09-26 17:22:07.366144
0.1866892496379363,tcp,http,S0,999.7405380694788,0.0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,59,25,0.8180158954455197,0.711403018367183,0.8664583902940631,0.7338294084837906,0.9781879740894925,0.12172885026859352,0.1478936953221912,92,58,0.7552639775641752,0.0029804860393464142,0.8354951561884886,0.025018741087301517,0.788739560716198,0.7111754429026983,0.8303915158943613,0.9199240120663437,dos,2025-09-25 09:30:07.366144
